<<<<<<< HEAD
battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
0.05800367943799171,-0.9900495037128095,1.6888326698509901,0.981177118456265,-0.532098934295451,0.9578859753157553,0.10768319479504852,-1.0464951220377958,0.8688980365525018,-0.6647678374999909,-1.14080977663647,-0.18731946666094265,-0.9315517858044534,-1.5724062668085759,-1.259795506125017,-0.4057118003557487,-1.4665207182920377,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.5815539520176296,-0.9900495037128095,0.0953052005668042,-1.019183979313898,-0.3017032060878515,0.9578859753157553,0.7140385276568528,1.0343568190481278,0.5015709748249962,0.2096390516811874,-0.9758694489220956,-0.4420133557292217,-1.068096975647982,0.9993786528050547,-0.310171078630422,0.7423125356820234,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.4830551663725076,1.0100505037878158,1.198516525455856,-1.019183979313898,2.6934412606109417,0.9578859753157553,1.044777800126928,0.34073950535281977,-0.826457632959062,-1.539174726681169,1.1683548113647708,-0.9040686412070731,0.2533827430071829,0.5733604983190391,-0.5475771855040708,-0.4057118003557487,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.7842293677553387,-0.9900495037128095,-1.007906124322248,-1.019183979313898,-0.532098934295451,0.9578859753157553,1.430640284675349,-1.3933037788854497,-0.48738649905674925,-1.10197128209058,-1.14080977663647,-1.0979064682855864,-1.1676129614661466,1.088824022902768,-0.07276497175677328,0.2831028012669145,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.30612098253008097,1.0100505037878158,-0.6401690160258973,0.981177118456265,-0.532098934295451,-1.0439655927422493,0.9896545880485821,-1.0464951220377958,-0.37436278775597837,1.0840459408623657,0.34365317279289903,-1.2173646640432747,-1.3388730300834535,1.545272045566356,-1.0223893992513682,-0.6353166675633032,0.5471764357726754,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.476843897501702,-0.9900495037128095,-1.253064196519815,0.981177118456265,3.1542327170261406,-1.0439655927422493,-1.6562595917120186,-1.0464951220377958,-1.1372728390361821,0.2096390516811874,1.4982354667935194,0.4527961483425197,-0.24882583658681143,-1.4119578709631935,-0.7849832923777195,-0.4057118003557487,1.279429946341662,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.4124896948509043,-0.9900495037128095,-1.1304851604210315,-1.019183979313898,0.8502754349501459,-1.0439655927422493,-0.8845346226151768,-1.0464951220377958,0.07773205744710533,-1.539174726681169,0.6735338282216478,1.0365635577999026,0.8111351286392227,0.1270557650479752,0.8768594557378216,2.1199417389273503,-1.2834573406497911,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
1.4875235541336984,1.0100505037878158,-1.007906124322248,-1.019183979313898,0.15908825032734747,-1.0439655927422493,0.8242849518135446,-0.3528778083424879,-0.8547135607842548,-0.22756439290940172,0.013772517364150388,1.6992184550217968,0.7231907690789839,0.044065215472777364,1.1142655626114704,1.8903368717197957,-1.4665207182920377,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.3237137790656612,1.0100505037878158,0.4630423088631546,0.981177118456265,-0.532098934295451,-1.0439655927422493,-0.6089185622234475,-1.3933037788854497,-0.8547135607842548,1.5212493854529547,-0.31610813806459825,0.1349922690626317,1.5123756798695465,-1.236755599637776,-1.4972016129986656,-1.094526401978412,-0.002013697154064573,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.22881081771433165,-0.9900495037128095,-0.5175899799271135,-1.019183979313898,0.15908825032734747,0.9578859753157553,0.8794081638918904,0.34073950535281977,-0.8829694886094475,-0.6647678374999909,0.6735338282216478,-0.928861851647348,1.2161420476666374,-0.0702773194974952,-1.4972016129986656,-1.3241312691859664,1.279429946341662,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.7021981452642417,-0.9900495037128095,1.6888326698509901,0.981177118456265,0.38948397853494693,-1.0439655927422493,0.7140385276568528,0.6875481622004737,0.7276183974265381,-1.10197128209058,-0.31610813806459825,-0.13998697400223595,-1.5309620259650272,-1.493104186103387,-0.07276497175677328,-0.8649215347708576,-1.4665207182920377,-1.7868609675630667,0.9940178924830986,0.9860966422066364
1.294037583832528,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.532098934295451,0.9578859753157553,1.5960099209103864,-1.3933037788854497,-0.17657129297962923,0.6468424962717766,-0.6459887934933469,2.454284409339261,1.6581781707194156,1.4770353714711932,-1.0223893992513682,-0.1761069331481943,0.7302398134149221,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.09906140233589965,1.0100505037878158,-0.5175899799271135,0.981177118456265,-0.532098934295451,0.9578859753157553,-1.3255203192419436,1.3811654758957816,-1.7023913955400367,0.6468424962717766,-0.6459887934933469,-0.7169925987940894,-0.5797743475634989,-1.3658520100880835,0.40204724199052416,-0.8649215347708576,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.3555820565270305,1.0100505037878158,-1.007906124322248,0.981177118456265,-0.3017032060878515,0.9578859753157553,-0.4986721380667558,1.0343568190481278,0.44505911917461083,-1.539174726681169,-0.15116781035022395,-0.7462936656780507,0.3436414278190067,-0.026015693057389693,0.16464113511687545,0.053497934059360104,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.6788174422066329,-0.9900495037128095,0.9533584532582887,-1.019183979313898,1.7718583477805439,0.9578859753157553,1.2101474363619655,-0.6996864651901419,-0.26133907645520743,-0.22756439290940172,1.4982354667935194,-0.31804730352784694,-0.3761137254239989,0.20451361131815984,0.16464113511687545,1.4311271373046865,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.28108162166757655,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,-0.38842571391006414,1.0343568190481278,-0.26133907645520743,1.0840459408623657,-0.15116781035022395,-0.20760482065753127,0.5866455792354556,-1.0412667495273098,-1.259795506125017,0.053497934059360104,1.279429946341662,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-0.3699417607575384,-0.9900495037128095,0.9533584532582887,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.9947810467718684,0.6875481622004737,1.4340165930563564,0.2096390516811874,-1.635630759779593,0.9982467780285686,1.079596857823109,0.21281266627567963,1.1142655626114704,2.3495466061349046,-1.6495840959342845,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.2901868437993963,1.0100505037878158,-1.007906124322248,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.10768319479504852,-1.3933037788854497,0.2755235522234544,-1.10197128209058,-0.15116781035022395,-0.547947982155851,-0.6654043818721523,1.2695589975331987,0.16464113511687545,1.2015222700971322,-1.4665207182920377,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.2508720020111028,-0.9900495037128095,-0.14985287163076313,-1.019183979313898,-0.532098934295451,-1.0439655927422493,0.7140385276568528,-0.006069151494834045,-1.052505055560604,0.2096390516811874,0.17871284507852472,-0.8770215025449549,-0.9917242423456694,1.3470168438033834,-0.5475771855040708,-1.094526401978412,-0.18507707479631122,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.4648447221088678,-0.9900495037128095,-0.7627480521246808,0.981177118456265,0.6198797067425464,0.9578859753157553,-0.4986721380667558,-1.3933037788854497,-0.5438983547071348,-0.6647678374999909,1.1683548113647708,-0.4600447815039671,-1.0218104706162774,1.5010104191262503,-0.5475771855040708,-0.8649215347708576,1.279429946341662,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.7408953393244758,-0.9900495037128095,0.9533584532582887,-1.019183979313898,-0.07130747788025202,0.9578859753157553,-0.38842571391006414,-0.006069151494834045,1.377504737405971,0.6468424962717766,1.1683548113647708,1.383668503963752,1.65123519496466,-0.5792860235587086,-1.4972016129986656,-0.4057118003557487,-0.7342672077230512,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.4722912864357921,1.0100505037878158,1.5662536337522064,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.7742881984584851,-0.6996864651901419,1.066689531328851,1.5212493854529547,-1.4706904320652185,-0.6628983214698531,1.1976274456539555,1.1210981255153447,-1.0223893992513682,-1.3241312691859664,0.9133031910571687,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.8273949495767638,-0.9900495037128095,-1.1304851604210315,-1.019183979313898,1.7718583477805439,-1.0439655927422493,1.430640284675349,-0.3528778083424879,0.840642108727309,-1.539174726681169,0.5085935005072734,1.383668503963752,1.1443979648674953,1.3811351808509646,1.1142655626114704,-0.8649215347708576,1.0963665686994153,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.9753548092188354,-0.9900495037128095,-0.6401690160258973,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.6089185622234475,1.3811654758957816,-0.06354758167885831,-1.10197128209058,-1.635630759779593,1.2754799493152795,0.3343841268126658,-1.3732289478281012,1.1142655626114704,0.2831028012669145,0.7302398134149221,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.6362695081132672,1.0100505037878158,0.21788423666558757,-1.019183979313898,2.4630455324033425,-1.0439655927422493,-1.0499042588502143,-0.3528778083424879,0.4168031913494181,-0.22756439290940172,1.0034144836503964,-1.257935372036452,-1.193070539233584,1.1100327189053185,-0.5475771855040708,0.7423125356820234,-0.18507707479631122,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.8160134219119891,-0.9900495037128095,0.9533584532582887,-1.019183979313898,1.5414626195729444,-1.0439655927422493,0.10768319479504852,-0.3528778083424879,-1.448088045113302,-1.539174726681169,0.6735338282216478,-1.309775721138845,0.9615662699922624,-1.097515899794944,0.8768594557378216,0.9719174028895778,-0.36814045243855786,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
1.1711170850529609,-0.9900495037128095,-1.007906124322248,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,0.4384224672651236,0.34073950535281977,1.4340165930563564,-0.22756439290940172,0.17871284507852472,2.2694622951481205,1.6928930494931942,-0.9333790350795527,-1.0223893992513682,-0.8649215347708576,0.7302398134149221,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.462568416575913,-0.9900495037128095,-0.14985287163076313,-1.019183979313898,0.8502754349501459,-1.0439655927422493,0.7691617397351987,0.34073950535281977,0.6993624696013454,-1.539174726681169,1.333295139079145,0.6939664680797397,-0.6191178768404477,0.35113024890100936,0.6394533488641729,-0.4057118003557487,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.9276366163315004,-0.9900495037128095,1.0759374893570723,-1.019183979313898,1.311066891365345,-1.0439655927422493,1.2652706484403113,-0.006069151494834045,-1.5328558285888803,0.6468424962717766,0.34365317279289903,-1.0663514731797819,-0.028964937686214852,-0.9674973721271339,-0.07276497175677328,1.2015222700971322,-1.4665207182920377,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.3380734832961691,-0.9900495037128095,-0.2724319077295465,0.981177118456265,0.15908825032734747,-1.0439655927422493,-0.2781792897533724,-1.3933037788854497,-1.3915761894629166,-0.22756439290940172,1.0034144836503964,2.237907300042316,1.5239473061274726,-0.7120709028790251,-1.7346077198723144,-1.094526401978412,-0.002013697154064573,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
0.6293563682096834,1.0100505037878158,0.7082003810607219,0.981177118456265,-0.07130747788025202,0.9578859753157553,-0.44354892598840995,1.3811654758957816,1.0101776756784655,0.2096390516811874,-0.6459887934933469,0.22965725438004514,-0.010450335673533035,0.9034784621848261,-1.4972016129986656,-0.1761069331481943,1.6455567016261552,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.20149515131887227,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.07130747788025202,0.9578859753157553,-0.2781792897533724,1.7279741327434355,-0.17657129297962923,-1.539174726681169,1.1683548113647708,-0.9266079234255048,1.609577340436126,-0.474164660763458,-0.310171078630422,-1.3241312691859664,0.9133031910571687,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.4397211379416446,1.0100505037878158,0.5856213449619383,-1.019183979313898,0.6198797067425464,0.9578859753157553,-0.6640417743017933,-1.3933037788854497,-1.674135467714844,1.0840459408623657,0.6735338282216478,-1.2556814438146087,0.9962811487660408,0.018245933382715816,0.16464113511687545,1.4311271373046865,0.18104968048818207,0.5596406313378746,0.9940178924830986,0.9860966422066364
-1.2190037245497336,1.0100505037878158,1.4436745976534233,-1.019183979313898,1.7718583477805439,0.9578859753157553,-0.11280965351833487,-0.6996864651901419,-0.7699457773086765,-1.539174726681169,1.6631757945078938,-0.9626707749749956,-0.4316575314620444,-0.6014168367787613,0.40204724199052416,0.2831028012669145,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.5952960085200781,1.0100505037878158,-0.5175899799271135,0.981177118456265,-0.532098934295451,-1.0439655927422493,1.375517072597003,0.34073950535281977,1.1514573148044291,0.6468424962717766,-0.4810484657789726,-1.3120296493606882,-1.5865058320030727,-0.846700016634346,-1.259795506125017,-1.094526401978412,-0.5512038300808045,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.7181322839949263,1.0100505037878158,-1.253064196519815,0.981177118456265,1.5414626195729444,-1.0439655927422493,-1.490889955476981,1.7279741327434355,-0.45913057123155654,-0.6647678374999909,0.34365317279289903,-0.5637254797087533,0.7579056478527624,1.3931227046784933,-1.259795506125017,-0.4057118003557487,1.279429946341662,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
0.02158279091071255,-0.9900495037128095,1.0759374893570723,-1.019183979313898,0.38948397853494693,0.9578859753157553,-1.2703971071635978,-0.3528778083424879,-1.448088045113302,-0.6647678374999909,-0.31610813806459825,-1.2939982235859429,1.0055384497723816,0.30410227080839725,-0.7849832923777195,0.5127076684744689,0.3641130581304287,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.5558127201223468,-0.9900495037128095,-1.253064196519815,-1.019183979313898,2.4630455324033425,0.9578859753157553,0.5486688914218153,0.34073950535281977,0.36029133569903266,1.5212493854529547,1.0034144836503964,0.18007083349949524,1.4591461990830863,1.3276523822358373,-0.07276497175677328,-1.094526401978412,1.0963665686994153,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.0937226969324927,1.0100505037878158,0.7082003810607219,0.981177118456265,-0.9928903907106499,-1.0439655927422493,1.0999010122052737,-1.3933037788854497,1.3209928817555854,-0.6647678374999909,-1.4706904320652185,-0.5141390588282034,-1.6929647935759933,0.4479525567387401,-0.5475771855040708,-1.094526401978412,-0.002013697154064573,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.464760498804149,-0.9900495037128095,0.5856213449619383,-1.019183979313898,1.5414626195729444,0.9578859753157553,0.658915315578507,1.0343568190481278,-0.7699457773086765,1.5212493854529547,1.4982354667935194,-1.4450114144494357,-1.1768702624724876,1.3414841404983702,1.5890777763587678,0.5127076684744689,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.40863895481777246,-0.9900495037128095,1.0759374893570723,-1.019183979313898,0.8502754349501459,-1.0439655927422493,1.5960099209103864,-1.3933037788854497,-0.17657129297962923,-0.6647678374999909,1.333295139079145,2.1815590944962366,1.537833257636984,1.4678141992961713,0.6394533488641729,1.6607320045122411,-0.002013697154064573,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.0050310044519686,-0.9900495037128095,0.8307794171595057,0.981177118456265,-0.9928903907106499,-1.0439655927422493,0.27305283103008604,1.3811654758957816,0.10598798527229807,1.0840459408623657,-1.3057501043508444,-0.9897179136371138,-0.1955963558003512,0.08463837304287408,-0.7849832923777195,-0.1761069331481943,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
